song,play_count,title,release,artist_name,song_era
SOKROXV12A6D4F7FA1,1,The Hoot Owl,Plays John Mayall (Live At Klooks Kleek),John Mayall & The Bluesbreakers,1965
SOKRPMA12AF72A0D8B,1,Can't Say What I Mean,Off With Their Heads,Kaiser Chiefs,2005
SOKRPPD12A8C13CA7D,1,Báidín  Fheilimí (Album Version),Sean-Nos Nua,Sinead O' Connor,0
SOKRQNU12A67ADA22E,48,Hypnotize(Album Version),Bad Boy's 10th Anniversary- The Hits,The Notorious B.I.G.,0
SOKRQVE12AB01861A7,3,Feather in a Baseball Cap,Places Like This,Architecture In Helsinki,2000
SOKRQWY12A6701C6B7,3,Beast And The Harlot (Album Version),City Of Evil,Avenged Sevenfold,2005
SOKRRAW12AB0181DBC,2,Terrorish,Never Better,P.O.S,0
SOKRRFR12AF72ABED9,1,Bingo Bango,Creamfields 10 Years,Basement Jaxx,1995
SOKRROG12A8C13D7AD,4,Malo (Explicit),Pafuera Telarañas,Bebe,0
SOKRRQR12A8C1412AF,8,No Pagode Do Vava,O Quintal Do Samba,Fundo de Quintal,2005
SOKRRXA12AC468D4D9,1,Danger,Out Of The Vein,Third Eye Blind,2000
SOKRSJZ12AF72A78D6,1,Longer Gone,Carolina,Eric Church,2005
SOKRSTT12A8C1385C5,2,Worn Me Down,EP,Rachael Yamagata;Malcolm Burn,2000
SOKRTCV12A8C13A0D7,10,Amor Di Mundo,Café Atlantico,Cesaria Evora,1995
SOKRTOE12AB0181265,3,Corozon D'Oro (Album Version),Life Won't Wait,Rancid,0
SOKRUYH12B350587F0,1,Change Is,Roadhouse Sun,Ryan Bingham,0
SOKRVIO12A8C143FC7,1,Vulture,Vulture,Patrick Wolf,2005
SOKRWAX12A8AE469DF,3,Dead Embryonic Cells (Reissue) (Album Version),Arise,Sepultura,1990
SOKRWJJ12AB018DE11,22,Para Volver A Amar,Para Volver A Amar,Kany Garcia,2005
SOKRWVS12A8C13CDA7,1,Face Defeat,Moment Of Rarities,7L & Esoteric,2005
SOKRWWM12AB018692B,2,FEUER UND WASSER,ROSENROT,Rammstein,2005
SOKRXFQ12A8AE45EC7,1,Bacative,Knowle West Boy,Tricky,2005
SOKRXVA12A6D4FBF13,1,I Went To Heaven (Album),No Promises,Carla Bruni,2005
SOKRYCJ12A8C13D0F0,16,Illan kaunein nainen (Tava-live),Yo Tekee Meista Varkaat,Sir Elwoodin Hiljaiset Varit,1990
SOKRYHO12A6D4F9C61,1,Homecoming (Album Version),Revelations Of The Unsung,The Autumn Offering,2000
SOKRYWH12AB018EF5E,1,Emergency,Emergency,Kim Leoni,0
SOKRZAH12A6D4F7775,7,Closer To The Heart,Retrospective I (1974-1980),Rush,0
SOKRZII12AB0186318,5,Kiss & Thrills (Album Version),Handmade (.),Hindi Zahra,0
SOKRZKH12A6D4F7DAC,11,Walk Through The World (RemasteredLP Version),The Very Best Of Marc Cohn [Digital Version],MARC COHN,0
SOKRZLN12AC468BBF1,1,Pump It,I Want More,Switch,0
SOKSAJJ12A67020C31,3,Novocaine For The Soul,Indie Anthems,Eels,1995
SOKSAKI12A6D4FADCC,1,From Here Now After,Happy On The Inside,Certain Distant Suns,1990
SOKSARC12A6D4F85BF,1,Our America (Bonus Track),Comin' To Your City,Big & Rich (With Gretchen Wilson And Cowboy Troy),2005
SOKSARN12A8C13A8A1,10,Youthman School,Argument,Jah Batta,2000
SOKSAZO12A8C131ED4,4,Eons,Soundsystem,311,1995
SOKSBDT12AB018C512,1,Sinkin' In  (LP Version),Home To You,John Michael Montgomery,0
SOKSBMV12A58A7C4FD,2,Agua Fiera,Mar Adentro En La Sangre,Santa Sabina,2000
SOKSBUJ12A8C135EFB,2,Around My Way,The Beautiful Struggle,Talib Kweli,2000
SOKSCHL12A8C13539A,2,She Whispered To Me,Vital Force,3rd Force,1995
SOKSCOM12AF72A4174,1,My My My,Pray IV Reign,Jim Jones featuring Rawanna,2005
SOKSCUW12A8C137E2E,1,Rip RP,The Boy Bands Have Won,Chumbawamba,2005
SOKSCYH12A8C13B8C7,2,Clarity,Roots,Shawn McDonald,0
SOKSDQN12A67AE0C80,2,Somedays I See The Point,Must I Paint You A Picture?: The Essential Billy Bragg,Billy Bragg,0
SOKSDUA12A6BD53788,1,Captain Dread (X-press 2 Mix),The Remixes,Dreadzone,0
SOKSECV12AC468E8A3,7,Hola probando,Miranda directo!,Miranda!,2005
SOKSENB12A6D4FB051,1,Inten City,No Silence,ATB,2000
SOKSEWZ12A6D4FB851,1,Miracles,Ernst,Matt Nathanson,1995
SOKSFMI12AF72A49CF,1,The Other Side,Ta Dah,Scissor Sisters,2005
SOKSGNN12AB01816CB,1,A Song Called Everything,Vulture Street,Powderfinger,2000
SOKSGPJ12AB0184CF5,1,Shot At Politics,Nothing Worth Having Comes Easy,Little Man Tate,2005
SOKSHDE12A58A7A38A,2,Dipso Calypso,The Peter Sellers Collection,Peter Sellers,1995
SOKSHFD12AB017F635,3,O Come O Come Emmanuel (Album),And Winter Came,Enya,0
SOKSHXJ12A8C133460,2,Once Sealed In Blood,Fate Of Norns,Amon Amarth,2000
SOKSIKA12A6D4F5DC7,1,Chiro,En Mana Kuoyo,Ayub Ogada,1990
SOKSIVS12AB0182AB7,2,Take My Time,Graffiti,Chris Brown featuring Tank,0
SOKSKSU12A8C139791,1,WYROK,Twarze,Milczenie Owiec,2000
SOKSLMJ12A8AE45ECB,7,Those Things,Those Things Deluxe,Miguel Migs,2005
SOKSLVO12AB01872CD,9,What If?,The Oracle,Godsmack,2010
SOKSLXL12A8C13F0D7,4,Not Ready To Make Nice,Taking The Long Way,Dixie Chicks,2005
SOKSMDC12AAF3B1DAF,4,Country Roads,Road House Sun,Ryan Bingham,0
SOKSMJO12AB018237D,5,Noisy Head,No More Beautiful World,Roger Clyne & The Peacemakers,2005
SOKSMSV12A8C13E268,3,Fairy Tales,Gold,The Crusaders,1975
SOKSMZU12AB01867E9,5,Starry Eyed,Starry Eyed,Ellie Goulding,2010
SOKSNPP12AB017C33E,1,Too Much,Live in San Francisco,Soulive,2005
SOKSNTO12B0B80BE3B,4,Caught In This Affair,Himawari,Swayzak;J.B. Rose,2000
SOKSNTY12A8C1380FB,11,Your Man,Your Man / Long Black Train,Josh Turner,0
SOKSNXA12A8C13F41F,1,Let's Pretend (bonus track) (Album),Stop,Plain White T S,2000
SOKSOCX12A6D4FA263,1,Life After Death,Behind The Musik,KJ-52,2005
SOKSOMY12A8C137422,11,Là Où Je Pars,La Ou Je Pars,Emmanuel Moire,0
SOKSPZY12A8C13F9BE,1,Don't Come Looking For Me Now,Bluff City,Compulsive Gamblers,1995
SOKSQBL12AB017EF48,1,Ambulance Dancehall,Killingsworth,The Minus 5,2005
SOKSQRN12A58A79C03,1,123,7th Avenue,KJ-52,2000
SOKSQXR12A8C1356A8,6,Donna The Prima Donna,The Road I'm On: A Retrospective,Dion,0
SOKSQYH12AB018A1C4,8,Blue Christmas,Christmas - Live With Special Guests: Stevie Nicks_ Brian McKnight_ Michael Buble,Chris Isaak,2000
SOKSRAY12AB0183320,3,Air & Lack Thereof,Air & Lack Thereof,James Blake,2005
SOKSRBT12A8C14356A,14,Te Conozco,Historias,Ricardo Arjona,1995
SOKSREW12A6D4F926D,3,Rebirthing (Album Version),Comatose,Skillet,2005
SOKSRWT12AB0181C20,23,Dark Are The Veils Of Death,Live,CANDLEMASS,1985
SOKSTBS12AAF3B3371,1,(Song For My) Sugar Spun Sister,The Stone Roses (20th Anniversary Legacy Edition),The Stone Roses,1985
SOKSUBN12AB017D6D4,3,Mr. Highway's Thinking About The End,Homesick [Special Edition],A Day To Remember,2005
SOKSUVS12A679D8AEE,2,Fresh Tendrils,Superunknown,Soundgarden,1990
SOKSUZJ12A8C145974,7,I'm the man who loves you,Yankee Hotel Foxtrot,Wilco,2000
SOKSVHZ12AB018275E,11,Tiempos que arden (concierto Anaitasuna),Latidos,Barricada,2005
SOKSVIL12AAF3B1D56,4,Roses,The Ecstatic,Mos Def / Georgia Anne Muldrow,2005
SOKSVZT12AB0181C3C,1,Vox Celeste,Weird Era Cont.,Deerhunter,2005
SOKSWAF12A58A7C2E1,1,Apple Pie Bed,Chant Darling,Lawrence Arabia,2005
SOKSWDI12AB017CCCF,11,Horse,Blow,GHINZU,2000
SOKSWEU12A6D4F8B4B,11,Rampage,Business As Usual,EPMD,1990
SOKSWFD12A6D4F9860,5,Makedo,Soundtrip The Balkans,Darko Rundek & Cargo Orkestar,2000
SOKSWIU12AB01887CC,1,Nextweek,Llegando Los Monos,SUMO,1985
SOKSWJN12A8C139D63,1,ShoYoAss (Album Version),Pick A Bigger Weapon,The Coup,2005
SOKSWMC12A6D4FCB75,1,Boneless,The Devil_ You + Me,The Notwist,2005
SOKSXNJ12A58A790DE,5,God,Speakerboxxx/The Love Below,OutKast,0
SOKSZEI12A8AE46E1A,10,Expectations,Juno - Music From The Motion Picture,Belle and Sebastian,1995
SOKSZNS12AF72A21F4,1,Pity Of War Interlude,Visions Of Gandhi,Jedi Mind Tricks,2000
SOKSZTR12AB0181180,2,I Kissed A Girl,Live Lounge 3,McFly,2005
SOKTATD12AB0181570,6,Mr. Kaizer_ Hans Constanse Og Meg,Ompa Til Du Dør,Kaizers Orchestra,2000
SOKTAXJ12A8C13FEAC,17,Long Slow Goodbye,Lullabies To Paralize Tour Edition,Queens Of The Stone Age,2005
SOKTBCX12AB018B54A,4,Selecta!,Spek10 Vol.5 - Compiled by DJ Fen,R4B3N,0
SOKTBHZ12A81C21EB1,4,Dream Catch Me,Mum Of The Year,Newton Faulkner,2005
SOKTBQL12A6D4F7D8C,2,King Of New York,Masters Of Rock,The Quireboys,1995
SOKTBXM12A81C205CE,1,Give It Up (LP Version),ZZ Top - Greatest Hits,ZZ Top,0
SOKTCIJ12A67AD8459,5,Five Foot Two_ Eyes Of Blue (2003 Digital Remaster),Complete As & Bs,Shane Fenton & The Fentones,0
SOKTCPV12AB0187C4E,22,First class 77,Hôtel Costes by Stéphane Pompougnac,Fantastic Plastic Machine,1995
SOKTDPV12A6D4F7E61,1,Someone Like You,The Very Best Of...,Dina Carroll,2000
SOKTEBL12AF729DB54,2,Remember Me,Hoobastank,Hoobastank,2000
SOKTEYW12A6D4FBDFA,1,The Real Thing,The Real Thing Words & Sounds Vol 3 Deluxe Edition,Jill Scott,2005
SOKTFQO12A6D4F70C1,1,As Linhas Da Paixão,Por Minha Dama,Ala Dos Namorados,1995
SOKTGFF12A81C223AD,1,Life Is Killing Me (Album Version),Life Is Killing Me,Type O Negative,2000
SOKTGFG12A6D4F88C9,1,If I Was The Devil/Wave On Wave Reprise,Wave On Wave,Pat Green,2000
SOKTGRG12A6701FC13,7,Quick And To The Pointless,R,Queens Of The Stone Age,2000
SOKTGRH12A58A763DA,10,All In Good Time,Twelve Tribes,Richard Souther,0
SOKTGVR12A8C13714A,4,Believe In Me,Driving Force,3rd Force,2005
SOKTGZR12AB017DBD0,1,I Ain't Studdin You,The Essential Recordings Volume 2,Bobby Rush,0
SOKTHMU12A8C138C06,1,Broken Wings,11,Bryan Adams,2005
SOKTHOE12AB01882F0,23,Acapella,Acapella,Kelis,2010
SOKTHPP12A8AE47F2A,29,Are You Gonna Be My Girl (Album Version),Get Born,JET,2000
SOKTHTA12AB017FE3C,4,I've Got So Much To Give,I've Got So Much To Give,Barry White,1970
SOKTHVT12A81C235E1,1,Circle Sky (Live Version),Missing Links Volume 2,The Monkees,0
SOKTIDJ12A8C13D0C5,1,Shots & Ladders,Trust,Low,0
SOKTIQH12AB01853A5,8,Where Did We Go?,Holes,The Midway State,2005
SOKTISX12A6D4FA9C7,3,Caminando Por La Vida,Que El Cielo Espere Sentao..,Melendi,2005
SOKTIVJ12A6D4F66C3,2,Mother And Father [Live],I'm Going To Tell You A Secret,Madonna,2005
SOKTIWY12A58A7A0C2,1,Vielleicht,Unausgesprochen-2 Bonustracks,Annett Louisan,2005
SOKTJEV12AC3DF92FB,7,På Grænsen Til Intet (Kingsman_ Arizona),Rasmus Nøhr,Rasmus Nøhr,2000
SOKTJKA12A8C134B8A,1,Tempest,The Insider - Motion Picture Soundtrack,Lisa Gerrard;Pieter Bourke,0
SOKTJKI12A8C143254,23,Llamado De Emergencia,Talento De Barrio,Daddy Yankee,2005
SOKTJMZ12AB018C9A0,31,The Go Getter,Brothers,The Black Keys,2010
SOKTJXL12A8C13C90B,33,Oh!,Oi Oi oi REMIXED,Boys Noize,2005
SOKTKOH12A58A7FABF,1,Bar Tap,Desire,Pharoahe Monch / Mela Machinko,2005
SOKTLMF12A6D4F97E3,3,Lost,Lost,Roger Sanchez,2005
SOKTLPO12A6D4FBF2E,1,Water Under My Bridges,Moving On,Hird,2000
SOKTLWI12AC3DF8512,1,Playgirl (Snap Ant Remix),604,Ladytron,2000
SOKTLXS12A8C1353C3,3,Valjean's Soliloquy,Les Misérables - 10th Anniversary Concert,Les Misérables - 10th Anniversary Concert,0
SOKTMEF12A6D4F5E69,2,I Believe (DJ Tandu Mix),I Believe,Lange,1995
SOKTMZN12AF72A58C9,1,Llorare,Vallenatos De Platino Vol. 6,Jorge Oñate;Juancho Rois,0
SOKTNBJ12A81C207D2,4,Off is Not a Speed,The Point_Misser,Styrofoam,2000
SOKTNET12AB01813F5,6,The serpent's kiss,Paradise Lost,Symphony X,2005
SOKTOGG12A8C13F0A1,1,La Princesa Y El Soldado,El Rock De Mi Pueblo,Carlos Vives,2000
SOKTOIT12AF72A32D9,9,Hockey Skates,Failer,Kathleen Edwards,2000
SOKTOOU12A6D4F846A,2,Ergens Onderweg,Liefde,De Mens,2000
SOKTOSZ12A8C136560,5,Golden Porsche,Happy Songs For Happy People,Mogwai,2000
SOKTPAD12A8C13B9E5,1,To Htisimo (The Construction) (2003 Digital Remaster),18 Lianotragouda Tis Pikris Patridas,George Dalaras,0
SOKTPJD12A58A78CCD,1,Police Blitz,Turn 21,The Donnas,2000
SOKTQAL12A6D4FB89F,1,Hyper Music,Feeling Good / Hyper Music,Muse,0
SOKTRXS12A6D4F7670,1,La rueda mágica,El Amor Después del Amor,Fito Paez,1990
SOKTRXU12A8C1348AC,4,I Will Rejoice In The House,The Ultimate Gospel Hits,Candi Staton,0
SOKTSLI12A67ADE3E0,4,Moonlight Drive [Version 1],The Doors [40th Anniversary Mixes],The Doors,0
SOKTSLY12AF729ECE8,8,Apricot Morning,Apricot Morning,Quantic,2000
SOKTTGZ12A58A77EBB,3,Train,Cibelle,Cibelle,2000
SOKTTOJ12AF72A5703,4,Always Be My Baby,Ladies Night,Atomic Kitten,2000
SOKTTPK12A679D8AFD,5,Calling Occupants Of Interplanetary Craft,If I Were A Carpenter,Babes In Toyland,1990
SOKTUEG12A8C13FC8A,11,Buttons,Buttons (The Remixes),Sia,2005
SOKTUKX12A8C13963E,3,Take Two Placebos And Call Me Lame,Pump Up The Valuum,NOFX,2000
SOKTUPR12A8C141FF4,1,Misery Path,Karelian Isthmus,Amorphis,1990
SOKTUUN12AB017E5B5,15,Stop,Cardinology,Ryan Adams,0
SOKTUWL12AB01841A9,2,Notations,Notations EP,Gui Boratto,0
SOKTVCV12AB017E793,5,Everything_ Everyday_ Everywhere,Loso's Way,Fabolous / Keri Hilson,2005
SOKTWMM12A6D4F87E3,1,Festfolk (2006 Remix),LOL,Basshunter,2005
SOKTXEZ12A6310D7C5,17,Make You Feel That Way,Blazing Arrow,Blackalicious,2000
SOKTYPK12A8C13AD20,7,Miss Take (Album Version),Hell Yeah,HorrorPops,0
SOKTYWZ12A6D4F9766,16,Bullet And A Target,Bullet And A Target,Citizen Cope,2000
SOKTYZO12A8C13E5D9,12,Sin Coro,Calle 13 (Explicit Version),Calle 13,0
SOKTZAN12AB0181D2E,6,Ride Down The Slope,Memories Collector,Standstill,2000
SOKTZGG12A6D4F7E5B,4,Chupacabras (2004 Digital Remaster),Impacto Certero,Tiro De Gracia,0
SOKTZKX12A58A7DE2D,4,Femmes,Go Easy Little Doves,Brooke Waggoner,2005
SOKTZXD12AB018DEBC,6,Stay The Same,Stay The Same,autoKratz,2005
SOKUAEZ12AB0188348,1,Dedicated to K.C.,Unsettled Scores,Djam Karet,1995
SOKUAGP12A8C133B94,231,Don't Stop The Music,Don't Stop The Music/ Remixes,Rihanna,2005
SOKUAIF12A8AE46732,1,Empty words,Live in L.A. Death & Raw,DEATH,0
SOKUAOH12A58A7E654,22,Whoever She Is,Can't Stop Won't Stop,The Maine,2005
SOKUAPG12A8C13ACFB,7,Lonely Woman,June Christy - The Best Of,June Christy,2000
SOKUASA12AB017F6F7,2,A Gracious Man,Yara,Rabih  Abou-Khalil,1995
SOKUBOH12A8C131BD1,1,Jump,R&B: From Doo-Wop To Hip-Hop,Kris Kross,1990
SOKUBPM12A6D4F848A,2,Butterflies,JoJo,JoJo,2000
SOKUCXB12A6D4FAC0C,1,Caught Up In You,The Very Best Of The A&M Years (1977-1988),38 Special,1980
SOKUDIZ12A6701F7F3,2,Never Coming Home,Sacred Love,Sting,2000
SOKUDMN12A6D4F8B63,5,Sweet Tangerine (Album Version),Like Vines,The Hush Sound,2005
SOKUECJ12A6D4F6129,37,Somebody Told Me,Hot Fuss,The Killers,2000
SOKUEJO12A6701F6CC,13,Eazy-Er Said Than Dunn,Eazy Duz It,Eazy-E,1985
SOKUENQ12A6D4FADC9,3,I Can Make You Dance  (Part I),Zapp III,Zapp,0
SOKUEVT12AB0182C66,1,Outta Control,Outta Control,Baby Bash featuring Pitbull,0
SOKUFKO12AB017F75F,11,War Of My Life,Battle Studies,John Mayer,0
SOKUFQT12A6D4F73A9,8,Living Doll,The Very Best Of Mud,Mud,0
SOKUGBY12A8C1438E5,2,Rain On Me,3 Words,Cheryl Cole,2005
SOKUGOT12A58A7CC62,6,Your Secrets,Books,Belle & Sebastian,2000
SOKUHOL12AB0184A48,1,La Raya,Es Un Secreto...No Se Lo Digas A Nadie,Maldita Nerea,2005
SOKUIEF12AB017DCD4,6,Someday My Peace Will Come,Fool If You Think It's Over - The Definitive Greatest Hits,Chris Rea,2000
SOKUIGZ12A8AE450F9,7,The Importance Of Cocaine (Album Version),Whatever I Say Is Royal Ocean,Dance Gavin Dance,0
SOKUIUK12A8C13F7F0,9,Mathletics,Mathletics,Foals,2005
SOKUIWE12A8AE48F8B,8,Give Me Anything,The Way We Talk,The Maine,2005
SOKUIZJ12AF72A1DBD,1,What Hurts The Most,The Definitive Collection,Mark Wills,2000
SOKUJAI12A6D4F757B,2,Lied,Answers To Nothing,Midge Ure,1985
SOKUJSV12A8C130282,1,In The Still Of The Night,All Through The Night,Julie London,1960
SOKUKFE12A67ADCE8D,1,One Note,Chat And Business,Ikara Colt,2000
SOKUKJB12A6701C31C,12,Secret Lovers,True School Party,Atlantic Starr,1985
SOKULDC12A8C13D83E,1,I'm The King_ I'm The Sun,III - Tri - Logy,Kingston Wall,0
SOKULXH12A8C1363C0,3,Vanity Case (nouvelle version),Vanity Case,Iva,0
SOKUMGK12A6D4FA816,1,Dance Dance Dance,Sunshine,S Club 7,2000
SOKUMNA12A8C131B4B,1,Untitled #7,1983,Flying Lotus,2005
SOKUNKA12A81C1F931,5,Serenity,Good Times_ Bad Times - Ten Years of Godsmack,Godsmack,2000
SOKUNRE12AF729AC6D,1,High And Low,Through Toledo,Greg Laswell,2005
SOKUOGD12A8C13ECC3,3,To Wild Homes,Mass Romantic,The New Pornographers,2000
SOKUOXY12A6D4F9F5E,1,Crossroads (Live In Detroit) (LP Version),Set The Night On Fire: The Doors Bright Midnight Archives Concerts [w/Bonus Album],The Doors,0
SOKUPAO12AB018D576,224,The Only Exception (Album Version),The Only Exception,Paramore,0
SOKUPDM12A8C13CC24,1,Sets Up,Ego Trippin',Snoop Dogg,2005
SOKUPEJ12A6D4FB6F2,7,Xxplosive,2001 Instrumental,Dr. Dre,1995
SOKUPOH12A6D4F9FCC,1,The Final Slowdance,Slowly Going The Way Of The Buffalo,MxPx,1995
SOKUPXC12A81C232A6,5,Real Muthaphuckkin' G's,Gangsta Memorial (Explicit),Eazy-E,2000
SOKUPXO12A58A7D75F,1,Prayer,Another Setting,The Durutti Column,1980
SOKUQKE12AF72AAEA9,4,We Rode In Trucks,I'll Stay Me,Luke Bryan,0
SOKUQOW12AC468B377,3,Custer's Last 1 Nite Stand,Too Late... No Friends,Gob,1995
SOKUQRJ12AB0179C41,1,Ashtray,Spacegirl And Other Favourites,The Brian Jonestown Massacre,2000
SOKUQTM12A81C218C4,12,There's A Fire,OK Go / Nike+ Treadmill Workout Mix,Ok Go,2000
SOKURGU12AB018C7A8,1,Gutless,Unfun (2010 Remastered Edition),Jawbreaker,1990
SOKUTMB12A8C13AFC9,6,Azar (2003 Digital Remaster),Todo Saiko,Saiko,0
SOKUTMT12A58A77CFB,1,Give Until There's Nothing Left,Five Score And Seven Years Ago,Relient K,2005
SOKUTUM12A6701D9CD,98,Do You Remember,In Between Dreams,Jack Johnson,2005
SOKUWEV12A8C13BBEB,20,This Is How We Do It,Massive R&B Classics,Montell Jordan,1995
SOKUWFO12AB017FB26,2,Steeled Blues,The Yardbirds Story_ Part 1,The Yardbirds,1965
SOKUWKQ12AF72A5DB8,1,Enchantment,Corinne Bailey Rae,Corinne Bailey Rae,2005
SOKUWTO12A58A7857C,1,Disasterpiece (Album Version),Sugar Ray,Sugar Ray,2000
SOKUWUW12AB017C78B,3,Heart On,Heart On (with bonus tracks),Eagles Of Death Metal,2005
SOKUXAQ12A58A7CA2E,1,The Capture Of The Horse,When The Haar Rolls In,James Yorkston,2005
SOKUXEM12A6D4FB7C9,1,Intro (live),I Heard They Suck Live!,NOFX,0
SOKUYIH12A6D4F992F,1,Chant No 1 (I Don't Need This Pressure On) (12'' Version),Anthology: Addicted To Funk,Spandau Ballet,0
SOKUYVR12A8C142D28,1,Time Is Now [feat. Snoop Dogg] (Album Version),Murs For President,Murs,2005
SOKUYVS12A58A777C2,1,Rest Awhile,They Got Lost,They Might Be Giants,2000
SOKUZFN12A67021511,1,Getaway,On A Day Like Today,Bryan Adams,1995
SOKUZGZ12A8C136F88,1,Nice To Fit In,Country Mouse_ City House,Josh Rouse,2005
SOKVACQ12AB0180842,2,Stars and sons,You forgot it in people,Broken Social Scene,2000
SOKVAEH12AB0187423,5,Love_ What You Doing?,WHB,We Have Band,2010
SOKVCYS12A6D4F87DC,8,Boten Anna [Radio edit],LOL,Basshunter,0
SOKVDBD12A6701F477,2,Open Car (Album Version),Deadwing,Porcupine Tree,2005
SOKVDJM12A8C13B274,36,Heiterkeit,Vierzehn Lieder,PeterLicht,2000
SOKVDRV12A58A7B38B,1,Here I Am (LP Version),Stumble Into Grace,Emmylou Harris,2000
SOKVDUW12AF729FF88,6,Super 8,Unfold Presents...tru Thoughts Covers,Bonobo,2000
SOKVEBW12A6D4F933B,4,Go On,Go On,The Panic Channel,0
SOKVEGM12A8C13A295,1,Get Up And Go,Building Blocks EP,Broadcast 2000,2005
SOKVEIH12AB017F47B,1,Black River,Mr. Taylor's New Home,The Steep Canyon Rangers,0
SOKVENU12A8C13BCDE,1,Children (Album),Church Mouth,Portugal The Man,2005
SOKVETO12A8AE452F5,1,Theres Joy To Be Found...The Boy Who Caught All The Breaks,Teenager,The Thrills,0
SOKVEVL12A8C13A6B7,16,Min sång,Flickan från det blå,Jimmy Jansson,2000
SOKVFAB12A58A77DA1,2,Tom & Mary,Naked Baby Photos,Ben Folds Five,1995
SOKVGAL12A58A78598,2,Dr Suzanne Mattox PhD (Album Version),Proudly Present....A Guide To Love_ Loss & Desperation,The Wombats,0
SOKVHXP12A8C139AD0,4,Once Gone_ Always Missing,Changes,Lisa Miskovsky,2005
SOKVHYB12A6310DC19,1,Boy,Sweat,Nelly / Lil' Flip / Big Gipp,2000
SOKVIRD12A58A7D031,24,Cold Summer,The Cycle Of Hope,A Love Ends Suicide,2005
SOKVIRV12A6701F350,4,Give Me A Reason ( LP Version ),Best Of The Corrs,The Corrs,2000
SOKVIVC12A8AE4620D,1,Reflection,Christina Aguilera/Stripped,Christina Aguilera,1995
SOKVJAF12A8C142B25,3,First of May,Best.  Concert.  Ever.,Jonathan Coulton,2000
SOKVJAW12AAF3B272C,1,"Pump Up The Volume (UK 12"" Remix)",Pump Up The Volume,M|A|R|R|S,2005
SOKVJPB12A6D4FB986,1,La Favorita,Plan Maestro,Santo Barrio,2005
SOKVJWB12AB018017C,5,Old Old Fashioned,Quietly Now ! - Midnight Organ Fight Live And Acoustic At The Captain's Rest,Frightened Rabbit,2005
SOKVKBL12A6701CB2A,1,Danger List,American Fool,John Mellencamp,1980
SOKVKNS12AF72A34A8,7,Shape Of My Heart,Ten Summoner's Tales,Sting,1990
SOKVKON12A6D4F6DC8,44,Dogman  (LP Version),Songs You Know - Hair Bands,King's X,0
SOKVLTE12A6D4F7DFA,1,Quiero contarte,Se de un lugar,Triana,1975
SOKVMOU12AB0185E39,5,Still Life (LP Version),Friction Baby,Better Than Ezra,0
SOKVNAE12A8AE4786E,1,Concrete (Album Version),Concrete,Fear Factory,2000
SOKVNYW12A8C139A80,2,Drama Queen (Album Version),Hell Yeah,HorrorPops,0
SOKVONQ12A8C13ECEE,1,Big Guns,Rabbit Fur Coat,Jenny Lewis with The Watson Twins,0
SOKVPFB12A58A79D86,3,What On Earth Will You Do (For Heaven's Sake),God,Johnny Cash,1970
SOKVQJT12AB017D7CD,1,The Sound of Goodbye,The Sound Of Goodbye,Armin van Buuren,2005
SOKVQOP12A8AE45DA0,2,Speak Low,Knock On Wood,The Young Gods,1990
SOKVROP12A8C142447,1,Teenager (LP Version),Deluxe,Better Than Ezra,1990
SOKVSAH12A8C133C6D,2,Bubbles They Bounce,Ready For The Floor,Hot Chip,2005
SOKVSQA12AC4689780,2,Sevenfold,Planets,Adema,2005
SOKVTGU12A6701E7B1,29,On Repeat,LCD Soundsystem,LCD Soundsystem,2005
SOKVTNO12A6D4F5ECE,3,Anything,Anything,JoJo,2005
SOKVTXD12A8C13A552,2,Rip Off,Easy Tiger,Ryan Adams,2005
SOKVUBX12AB0183291,2,Benga's Off His Head,Benga,Benga,2005
SOKVUJM12AB017F0F4,1,A Flurry Of Golden Leaves,Beyond the Sundial,Kevin Kern,1995
SOKVUNE12AB017C9CD,2,Hills,2,Kite,0
SOKVUNF12A6702094D,5,Resolve,Out Of Season,Beth Gibbons / Rustin Man,2000
SOKVUQT12A6D4F72B2,1,Piece Of My Heart,Boombastic Hits,Shaggy Featuring Marsha,2000
SOKVVPY12A58A7BCE2,1,Steppin' Over,Gold,Tesla,1995
SOKVVQA12A8AE48838,2,Philby,Top Priority,Rory Gallagher,1975
SOKVWPJ12AB0182F08,5,Viva Las Vegas,The Grascals,The Grascals,2005
SOKVXIW12AB017DC1F,1,Valse,Plaits,First Aid Kit,0
SOKVXNO12A8C13AC64,1,Brennende Liebe,Delikatessen,Oomph!,2000
SOKVXWW12A8AE49045,5,No Can Do,What Kinda World,Kashief Lindo,1995
SOKVYTI12A8C13B5DC,11,Korock,Holy Fuck,Holy Fuck,2005
SOKVYXI12AB01870A5,1,Wayward Bob,Dial 'M' for Monkey,Bonobo,2000
SOKVZFH12A8C136328,1,Open Your Heart,Imagine Our Love,Lavender Diamond,2005
SOKVZHI12A58A7A13E,60,Everywhere I Go,Swan Songs,Hollywood Undead,2005
SOKVZKY12AB01834F7,1,Danza De Los Muertos Pobres,De La Cabeza Con Bersuit Vergarabat,Bersuit Vergarabat,2000
SOKVZOV12A6D4F5F04,1,Now And Forever (Album Version),Magnitude [The Sire Years],The Wild Swans,0
SOKVZQG12AB0182D1B,9,Vodou,Skoda Mluvit,Schneider Tm,2005
SOKVZRW12AB017C9AF,1,Where I Stood [Live From Cities],Where I Stood Tour Edition EP,Missy Higgins,0
